1625	6	79
1626	6	79
1627	2	30
1628	2	30
1629	4	139
1630	4	139
1631	2	30
1632	5	34
1633	6	79
1634	3	125
1635	2	30
1636	4	139
1637	6	79
1638	1	10
1639	5	34
1640	1	10
1641	5	34
1642	1	10
1643	4	139
1644	4	139
1645	3	125
1646	6	79
1647	4	139
1648	3	125
1649	2	30
1650	3	125
1651	3	125
1652	3	125
1653	1	10
1654	5	34
1655	4	139
1656	1	10
1657	4	139
1658	3	125
1659	1	10
1660	2	30
1661	2	30
1662	1	10
1663	5	34
1664	6	79
1665	1	10
1666	5	34
1667	6	79
1668	2	30
1669	6	79
1670	3	125
1671	2	30
1672	4	139
1673	3	125
1674	5	34
1675	6	79
1676	3	125
1677	4	139
1678	3	125
1679	4	139
1680	1	10
1681	4	139
1682	4	139
1683	3	125
1684	5	34
1685	2	30
1686	2	30
1687	3	125
1688	3	125
1689	2	30
1690	3	125
1691	6	79
1692	5	34
1693	1	10
1694	4	139
1695	2	30
1696	4	139
1697	6	79
1698	2	30
1699	1	10
1700	5	34
1701	3	125
1702	2	30
1703	6	79
1704	5	34
1705	5	34
1706	2	30
1707	1	10
1708	6	79
1709	2	30
1710	5	34
1711	3	125
1712	4	139
1713	5	34
1714	5	34
1715	6	79
1716	5	34
1717	3	125
1718	3	125
1719	4	139
1720	6	79
1721	1	10
1722	5	34
1723	2	30
1724	5	34
1725	5	34
1726	5	34
1727	1	10
1728	4	139
1729	4	139
1730	2	30
1731	4	139
1732	6	79
1733	3	125
1734	1	10
1735	4	139
1736	4	139
1737	6	79
1738	3	125
1739	4	139
1740	5	34
1741	6	79
1742	4	139
1743	5	34
1744	2	30
1745	5	34
1746	5	34
1747	4	139
1748	6	79
1749	1	10
1750	1	10
1751	3	125
1752	1	10
1753	4	139
1754	3	125
1755	3	125
1756	4	139
1757	2	30
1758	1	10
1759	3	125
1760	5	34
1761	2	30
1762	4	139
1763	4	139
1764	6	79
1765	3	125
1766	6	79
1767	4	139
1768	6	79
1769	5	34
1770	5	34
1771	6	79
1772	5	34
1773	1	10
1774	5	34
1775	3	125
1776	4	139
1777	4	139
1778	1	10
1779	5	34
1780	3	125
1781	6	79
1782	6	79
1783	1	10
1784	3	125
1785	4	139
1786	5	34
1787	1	10
1788	5	34
1789	5	34
1790	2	30
1791	1	10
1792	2	30
1793	2	30
1794	4	139
1795	5	34
1796	6	79
1797	1	10
1798	4	139
1799	5	34
1800	1	10
1801	6	79
1802	5	34
1803	6	79
1804	6	79
1805	1	10
1806	3	125
1807	2	30
1808	5	34
1809	5	34
1810	2	30
1811	3	125
1812	2	30
1813	3	125
1814	6	79
1815	1	10
1816	2	30
1817	3	125
1818	3	125
1819	5	34
1820	2	30
1821	2	30
1822	5	34
1823	6	79
1824	2	30
1825	2	30
1826	4	139
1827	6	79
1828	2	30
1829	2	30
1830	2	30
1831	6	79
1832	2	30
1833	4	139
1834	1	10
1835	2	30
1836	5	34
1837	6	79
1838	6	79
1839	2	30
1840	2	30
1841	6	79
1842	3	125
1843	5	34
1844	5	34
1845	5	34
1846	3	125
1847	5	34
1848	4	139
1849	6	79
1850	2	30
1851	2	30
1852	4	139
1853	3	125
1854	1	10
1855	1	10
1856	3	125
1857	2	30
1858	1	10
1859	2	30
1860	2	30
1861	3	125
1862	1	10
1863	6	79
1864	4	139
1865	1	10
1866	5	34
1867	6	79
1868	6	79
1869	5	34
1870	1	10
1871	2	30
1872	6	79
1873	3	125
1874	2	30
1875	4	139
1876	3	125
1877	1	10
1878	2	30
1879	4	139
1880	1	10
1881	5	34
1882	4	139
1883	2	30
1884	1	10
1885	5	34
1886	1	10
1887	6	79
1888	3	125
1889	2	30
1890	6	79
1891	2	30
1892	3	125
1893	6	79
1894	2	30
1895	6	79
1896	4	139
1897	1	10
1898	6	79
1899	4	139
1900	5	34
1901	1	10
1902	5	34
1903	4	139
1904	4	139
1905	6	79
1906	4	139
1907	2	30
1908	5	34
1909	1	10
1910	3	125
1911	3	125
1912	5	34
1913	5	34
1914	1	10
1915	5	34
1916	6	79
1917	1	10
1918	5	34
1919	6	79
1920	2	30
1921	4	139
1922	3	125
1923	6	79
1924	4	139
1925	3	125
1926	6	79
1927	6	79
1928	6	79
1929	4	139
1930	4	139
1931	5	34
1932	4	139
1933	2	30
1934	2	30
1935	4	139
1936	3	125
1937	3	125
1938	4	139
1939	1	10
1940	5	34
1941	5	34
1942	5	34
1943	5	34
1944	4	139
1945	5	34
1946	5	34
1947	2	30
1948	6	79
1949	2	30
1950	6	79
1951	5	34
1952	4	139
1953	4	139
1954	1	10
1955	1	10
1956	1	10
1957	1	10
1958	3	125
1959	2	30
1960	5	34
1961	1	10
1962	4	139
1963	3	125
1964	4	139
1965	1	10
1966	4	139
1967	1	10
1968	3	125
1969	6	79
1970	5	34
1971	2	30
1972	1	10
1973	6	79
1974	1	10
1975	2	30
1976	6	79
1977	4	139
1978	2	30
1979	3	125
1980	1	10
1981	5	34
1982	2	30
1983	6	79
1984	5	34
1985	5	34
1986	4	139
1987	4	139
1988	1	10
1989	5	34
1990	4	139
1991	2	30
1992	6	79
1993	5	34
1994	1	10
1995	5	34
1996	1	10
1997	1	10
1998	5	34
1999	4	139
2000	3	125
2001	3	125
2002	5	34
2003	2	30
2004	1	10
2005	2	30
2006	1	10
2007	4	139
2008	6	79
2009	1	10
2010	6	79
2011	1	10
2012	4	139
2013	1	10
2014	3	125
2015	4	139
2016	4	139
2017	2	30
2018	2	30
2019	2	30
2020	1	10
2021	4	139
2022	3	125
2023	3	125
2024	1	10
2025	6	79
2026	1	10
2027	2	30
2028	2	30
2029	4	139
2030	1	10
2031	6	79
2032	3	125
2033	3	125
2034	1	10
2035	5	34
2036	5	34
2037	3	125
2038	4	139
2039	2	30
2040	6	79
2041	6	79
2042	1	10
2043	2	30
2044	3	125
2045	6	79
2046	1	10
2047	4	139
2048	5	34
2049	3	125
2050	2	30
2051	1	10
2052	4	139
2053	1	10
2054	3	125
2055	5	34
2056	1	10
2057	2	30
2058	2	30
2059	6	79
2060	3	125
2061	2	30
2062	2	30
2063	1	10
2064	1	10
2065	4	139
2066	1	10
2067	1	10
2068	2	30
2069	3	125
2070	1	10
2071	6	79
2072	1	10
2073	5	34
2074	4	139
2075	3	125
2076	5	34
2077	4	139
2078	3	125
2079	2	30
2080	5	34
2081	1	10
2082	5	34
2083	5	34
2084	4	139
2085	1	10
2086	1	10
2087	4	139
2088	1	10
2089	4	139
2090	2	30
2091	2	30
2092	1	10
2093	4	139
2094	3	125
2095	2	30
2096	4	139
2097	3	125
2098	2	30
2099	4	139
2100	3	125
2101	5	34
2102	1	10
2103	2	30
2104	6	79
2105	3	125
2106	6	79
2107	1	10
2108	6	79
2109	2	30
2110	4	139
2111	4	139
2112	1	10
2113	5	34
2114	2	30
2115	2	30
2116	2	30
2117	2	30
2118	4	139
2119	3	125
2120	5	34
2121	6	79
2122	1	10
2123	6	79
2124	6	79
2125	5	34
2126	6	79
2127	6	79
2128	6	79
2129	3	125
2130	4	139
2131	2	30
2132	1	10
2133	5	34
2134	2	30
2135	4	139
2136	6	79
2137	3	125
2138	1	10
2139	5	34
2140	4	139
2141	4	139
2142	3	125
2143	1	10
2144	6	79
2145	2	30
2146	6	79
2147	6	79
2148	1	10
2149	4	139
2150	1	10
2151	3	125
2152	5	34
2153	4	139
2154	5	34
2155	6	79
2156	5	34
2157	1	10
2158	2	30
2159	1	10
2160	3	125
2161	5	34
2162	6	79
2163	3	125
2164	2	30
2165	2	30
2166	4	139
2167	5	34
2168	6	79
2169	6	79
2170	3	125
2171	2	30
2172	1	10
2173	1	10
2174	6	79
2175	1	10
2176	6	79
2177	6	79
2178	4	139
2179	6	79
2180	4	139
2181	6	79
2182	5	34
2183	6	79
2184	4	139
2185	1	10
2186	2	30
2187	3	125
2188	5	34
2189	2	30
2190	6	79
2191	4	139
2192	1	10
2193	1	10
2194	4	139
2195	2	30
2196	2	30
2197	6	79
2198	4	139
2199	4	139
2200	6	79
2201	3	125
2202	5	34
2203	6	79
2204	1	10
2205	2	30
2206	3	125
2207	4	139
2208	3	125
2209	1	10
2210	2	30
2211	1	10
2212	2	30
2213	2	30
2214	1	10
2215	4	139
2216	3	125
2217	1	10
2218	5	34
2219	6	79
2220	6	79
2221	4	139
2222	3	125
2223	1	10
2224	1	10
2225	5	34
2226	5	34
2227	1	10
2228	5	34
2229	6	79
2230	3	125
2231	1	10
2232	2	30
2233	3	125
2234	5	34
2235	5	34
2236	3	125
2237	3	125
2238	4	139
2239	1	10
2240	5	34
2241	6	79
2242	1	10
2243	3	125
2244	5	34
2245	4	139
2246	3	125
2247	2	30
2248	3	125
2249	3	125
2250	5	34
2251	2	30
2252	4	139
2253	5	34
2254	1	10
2255	1	10
2256	5	34
2257	4	139
2258	5	34
2259	6	79
2260	1	10
2261	3	125
2262	1	10
2263	1	10
2264	5	34
2265	4	139
2266	4	139
2267	3	125
2268	4	139
2269	6	79
2270	1	10
2271	6	79
2272	5	34
2273	1	10
2274	2	30
2275	6	79
2276	4	139
2277	1	10
2278	3	125
2279	4	139
2280	5	34
2281	4	139
2282	6	79
2283	1	10
2284	6	79
2285	4	139
2286	1	10
2287	5	34
2288	5	34
2289	3	125
2290	3	125
2291	4	139
2292	1	10
2293	5	34
2294	3	125
2295	6	79
2296	4	139
2297	1	10
2298	3	125
2299	5	34
2300	5	34
2301	4	139
2302	5	34
2303	6	79
2304	3	125
2305	1	10
2306	5	34
2307	4	139
2308	4	139
2309	3	125
2310	2	30
2311	3	125
2312	3	125
2313	6	79
2314	3	125
2315	5	34
2316	4	139
2317	5	34
2318	5	34
2319	4	139
2320	2	30
2321	2	30
2322	4	139
2323	6	79
2324	2	30
2325	3	125
2326	1	10
2327	6	79
2328	6	79
2329	1	10
2330	5	34
2331	5	34
2332	5	34
2333	4	139
2334	5	34
2335	1	10
2336	3	125
2337	3	125
2338	6	79
2339	3	125
2340	5	34
2341	1	10
2342	5	34
2343	6	79
2344	2	30
2345	6	79
2346	6	79
2347	4	139
2348	3	125
2349	6	79
2350	4	139
2351	4	139
2352	6	79
2353	3	125
2354	2	30
2355	5	34
2356	5	34
2357	1	10
2358	3	125
2359	1	10
2360	4	139
2361	5	34
2362	4	139
2363	3	125
2364	4	139
2365	3	125
2366	1	10
2367	6	79
2368	5	34
2369	2	30
2370	6	79
2371	2	30
2372	4	139
2373	1	10
2374	2	30
2375	3	125
2376	3	125
2377	6	79
2378	1	10
2379	2	30
2380	4	139
2381	2	30
2382	4	139
2383	2	30
2384	4	139
2385	2	30
2386	3	125
2387	2	30
2388	6	79
2389	6	79
2390	1	10
2391	6	79
2392	4	139
2393	5	34
2394	6	79
2395	5	34
2396	2	30
2397	6	79
2398	1	10
2399	6	79
2400	1	10
2401	5	34
2402	4	139
2403	1	10
2404	6	79
2405	2	30
2406	4	139
2407	1	10
2408	1	10
2409	4	139
2410	6	79
2411	2	30
2412	5	34
2413	3	125
2414	4	139
2415	3	125
2416	3	125
2417	1	10
2418	3	125
2419	2	30
2420	2	30
2421	2	30
2422	6	79
2423	4	139
2424	3	125
2425	6	79
2426	6	79
2427	6	79
2428	5	34
2429	2	30
2430	1	10
2431	2	30
2432	3	125
2433	2	30
2434	4	139
2435	3	125
2436	2	30
2437	6	79
2438	3	125
2439	4	139
2440	3	125
2441	2	30
2442	2	30
2443	3	125
2444	6	79
2445	2	30
2446	5	34
2447	4	139
2448	5	34
2449	1	10
2450	5	34
2451	4	139
2452	1	10
2453	4	139
2454	1	10
2455	1	10
2456	6	79
2457	4	139
2458	4	139
2459	6	79
2460	5	34
2461	2	30
2462	3	125
2463	3	125
2464	1	10
2465	5	34
2466	2	30
2467	5	34
2468	5	34
2469	1	10
2470	1	10
2471	2	30
2472	2	30
2473	4	139
2474	1	10
2475	1	10
2476	5	34
2477	3	125
2478	3	125
2479	3	125
2480	4	139
2481	2	30
2482	4	139
2483	1	10
2484	1	10
2485	6	79
2486	3	125
2487	3	125
2488	1	10
2489	1	10
2490	2	30
2491	3	125
2492	2	30
2493	1	10
2494	3	125
2495	3	125
2496	4	139
2497	6	79
2498	6	79
2499	2	30
2500	5	34
2501	1	10
2502	4	139
2503	3	125
2504	6	79
2505	4	139
2506	2	30
2507	2	30
2508	2	30
2509	5	34
2510	1	10
2511	5	34
2512	1	10
2513	4	139
2514	6	79
2515	4	139
2516	4	139
2517	5	34
2518	1	10
2519	5	34
2520	1	10
2521	4	139
2522	4	139
2523	3	125
2524	2	30
2525	1	10
2526	2	30
2527	1	10
2528	2	30
2529	2	30
2530	5	34
2531	1	10
2532	3	125
2533	6	79
2534	3	125
2535	4	139
2536	6	79
2537	1	10
2538	1	10
2539	6	79
2540	4	139
2541	6	79
2542	1	10
2543	6	79
2544	6	79
2545	2	30
2546	5	34
2547	2	30
2548	5	34
2549	5	34
2550	5	34
2551	5	34
2552	2	30
2553	5	34
2554	5	34
2555	4	139
2556	5	34
2557	1	10
2558	5	34
2559	2	30
2560	2	30
2561	4	139
2562	3	125
2563	3	125
2564	3	125
2565	2	30
2566	2	30
2567	2	30
2568	4	139
2569	1	10
2570	3	125
2571	6	79
2572	6	79
2573	4	139
2574	3	125
2575	1	10
2576	5	34
2577	5	34
2578	1	10
2579	5	34
2580	3	125
2581	2	30
2582	1	10
2583	3	125
2584	6	79
2585	6	79
2586	5	34
2587	2	30
2588	4	139
2589	1	10
2590	6	79
2591	1	10
2592	4	139
2593	5	34
2594	1	10
2595	6	79
2596	2	30
2597	6	79
2598	3	125
2599	2	30
2600	6	79
2601	2	30
2602	1	10
2603	4	139
2604	6	79
2605	3	125
2606	1	10
2607	4	139
2608	1	10
2609	1	10
2610	1	10
2611	1	10
2612	5	34
2613	5	34
2614	3	125
2615	1	10
2616	1	10
2617	1	10
2618	1	10
2619	4	139
2620	3	125
2621	1	10
2622	6	79
2623	6	79
2624	3	125
2625	5	34
2626	6	79
2627	6	79
2628	2	30
2629	4	139
2630	2	30
2631	3	125
2632	5	34
2633	4	139
2634	6	79
2635	4	139
2636	2	30
2637	3	125
2638	5	34
2639	3	125
2640	6	79
2641	4	139
2642	1	10
2643	3	125
2644	2	30
2645	6	79
2646	2	30
2647	2	30
2648	6	79
2649	4	139
2650	3	125
2651	1	10
2652	5	34
2653	4	139
2654	3	125
2655	1	10
2656	3	125
2657	1	10
2658	4	139
2659	3	125
2660	1	10
2661	2	30
2662	5	34
2663	5	34
2664	3	125
2665	6	79
2666	4	139
2667	2	30
2668	1	10
2669	3	125
2670	3	125
2671	2	30
2672	4	139
2673	4	139
2674	1	10
2675	4	139
2676	4	139
2677	3	125
2678	3	125
2679	1	10
2680	4	139
2681	4	139
2682	6	79
2683	1	10
2684	2	30
2685	3	125
2686	6	79
2687	3	125
2688	3	125
2689	4	139
2690	1	10
2691	3	125
2692	5	34
2693	2	30
2694	3	125
2695	3	125
2696	6	79
2697	6	79
2698	3	125
2699	5	34
2700	3	125
2701	5	34
2702	3	125
2703	4	139
2704	3	125
2705	5	34
2706	4	139
2707	5	34
2708	6	79
2709	2	30
2710	2	30
2711	4	139
2712	5	34
2713	5	34
2714	1	10
2715	4	139
2716	1	10
2717	6	79
2718	5	34
2719	4	139
2720	3	125
2721	4	139
2722	6	79
2723	4	139
2724	3	125
2725	4	139
2726	6	79
2727	2	30
2728	3	125
2729	1	10
2730	3	125
2731	1	10
2732	1	10
2733	6	79
2734	5	34
2735	5	34
2736	6	79
2737	6	79
2738	5	34
2739	1	10
2740	4	139
2741	3	125
2742	5	34
2743	4	139
2744	4	139
2745	1	10
2746	3	125
2747	1	10
2748	4	139
2749	6	79
2750	1	10
2751	3	125
2752	3	125
2753	6	79
2754	2	30
2755	3	125
2756	1	10
2757	6	79
2758	5	34
2759	1	10
2760	3	125
2761	5	34
2762	6	79
2763	2	30
2764	3	125
2765	5	34
2766	6	79
2767	2	30
2768	5	34
2769	3	125
2770	4	139
2771	2	30
2772	5	34
2773	5	34
2774	3	125
2775	2	30
2776	3	125
2777	4	139
2778	1	10
2779	5	34
2780	2	30
2781	5	34
2782	4	139
2783	4	139
2784	1	10
2785	5	34
2786	6	79
2787	1	10
2788	5	34
2789	5	34
2790	2	30
2791	4	139
2792	1	10
2793	1	10
2794	4	139
2795	5	34
2796	2	30
2797	5	34
2798	5	34
2799	6	79
2800	5	34
2801	4	139
2802	5	34
2803	3	125
2804	4	139
2805	4	139
2806	4	139
2807	2	30
2808	3	125
2809	2	30
2810	1	10
2811	6	79
2812	6	79
2813	1	10
2814	6	79
2815	3	125
2816	6	79
2817	2	30
2818	4	139
2819	5	34
2820	1	10
2821	5	34
2822	3	125
2823	2	30
2824	4	139
2825	4	139
2826	6	79
2827	1	10
2828	4	139
2829	3	125
2830	1	10
2831	5	34
2832	1	10
2833	2	30
2834	2	30
2835	5	34
2836	6	79
2837	2	30
2838	5	34
2839	5	34
2840	1	10
2841	4	139
2842	3	125
2843	3	125
2844	6	79
2845	2	30
2846	3	125
2847	2	30
2848	4	139
2849	3	125
2850	3	125
2851	2	30
2852	6	79
2853	2	30
2854	6	79
2855	5	34
2856	1	10
2857	1	10
2858	5	34
2859	2	30
2860	1	10
2861	4	139
2862	4	139
2863	5	34
2864	2	30
2865	1	10
2866	1	10
2867	1	10
2868	1	10
2869	2	30
2870	1	10
2871	3	125
2872	5	34
2873	6	79
2874	5	34
2875	1	10
2876	4	139
2877	2	30
2878	5	34
2879	6	79
2880	6	79
2881	4	139
2882	6	79
2883	5	34
2884	4	139
2885	1	10
2886	1	10
2887	4	139
2888	5	34
2889	6	79
2890	3	125
2891	2	30
2892	5	34
2893	4	139
2894	5	34
2895	6	79
2896	1	10
2897	3	125
2898	5	34
2899	6	79
2900	4	139
2901	2	30
2902	5	34
2903	3	125
2904	6	79
2905	4	139
2906	6	79
2907	6	79
2908	1	10
2909	1	10
2910	1	10
2911	4	139
2912	1	10
2913	4	139
2914	3	125
2915	2	30
2916	2	30
2917	4	139
2918	4	139
2919	6	79
2920	5	34
2921	1	10
2922	4	139
2923	2	30
2924	1	10
2925	3	125
2926	5	34
2927	1	10
2928	4	139
2929	3	125
2930	2	30
2931	5	34
2932	4	139
2933	2	30
2934	4	139
2935	1	10
2936	1	10
2937	6	79
2938	3	125
2939	3	125
2940	5	34
2941	2	30
2942	3	125
2943	6	79
2944	2	30
2945	6	79
2946	2	30
2947	5	34
2948	4	139
2949	2	30
2950	3	125
2951	2	30
2952	5	34
2953	2	30
2954	6	79
2955	3	125
2956	2	30
2957	5	34
2958	6	79
2959	2	30
2960	6	79
2961	1	10
2962	4	139
2963	2	30
2964	4	139
2965	6	79
2966	3	125
2967	2	30
2968	4	139
2969	6	79
2970	5	34
2971	1	10
2972	3	125
2973	4	139
2974	5	34
2975	1	10
2976	5	34
2977	1	10
2978	2	30
2979	3	125
2980	2	30
2981	6	79
2982	6	79
2983	4	139
2984	2	30
2985	2	30
2986	6	79
2987	4	139
2988	4	139
2989	6	79
2990	5	34
2991	4	139
2992	2	30
2993	5	34
2994	3	125
2995	5	34
2996	5	34
2997	1	10
2998	1	10
2999	6	79
3000	5	34
3001	3	125
3002	1	10
3003	4	139
3004	2	30
3005	6	79
3006	4	139
3007	5	34
3008	3	125
3009	3	125
3010	1	10
3011	1	10
3012	1	10
3013	3	125
3014	6	79
3015	6	79
3016	1	10
3017	4	139
3018	2	30
3019	3	125
3020	3	125
3021	5	34
3022	6	79
3023	5	34
3024	3	125
3025	2	30
3026	1	10
3027	5	34
3028	4	139
3029	2	30
3030	6	79
3031	2	30
3032	2	30
3033	4	139
3034	4	139
3035	5	34
3036	3	125
3037	6	79
3038	2	30
3039	1	10
3040	5	34
3041	3	125
3042	6	79
3043	2	30
3044	6	79
3045	1	10
3046	3	125
3047	1	10
3048	4	139
3049	4	139
3050	3	125
3051	6	79
3052	1	10
3053	4	139
3054	2	30
3055	3	125
3056	5	34
3057	5	34
3058	4	139
3059	5	34
3060	6	79
3061	6	79
3062	3	125
3063	2	30
3064	1	10
3065	5	34
3066	6	79
3067	4	139
3068	4	139
3069	6	79
3070	2	30
3071	1	10
3072	2	30
3073	5	34
3074	3	125
3075	6	79
3076	1	10
3077	1	10
3078	3	125
3079	5	34
3080	6	79
3081	1	10
3082	5	34
3083	5	34
3084	2	30
3085	2	30
3086	6	79
3087	6	79
3088	4	139
3089	1	10
3090	2	30
3091	3	125
3092	4	139
3093	3	125
3094	4	139
3095	5	34
3096	5	34
3097	6	79
3098	4	139
3099	1	10
3100	1	10
3101	2	30
3102	3	125
3103	6	79
3104	4	139
3105	4	139
3106	6	79
3107	1	10
3108	3	125
3109	2	30
3110	1	10
3111	6	79
3112	4	139
3113	4	139
3114	6	79
3115	1	10
3116	1	10
3117	3	125
3118	5	34
3119	5	34
3120	3	125
3121	3	125
3122	5	34
3123	2	30
3124	2	30
3125	2	30
3126	6	79
3127	4	139
3128	3	125
3129	4	139
3130	6	79
3131	2	30
3132	6	79
3133	2	30
3134	5	34
3135	3	125
3136	1	10
3137	5	34
3138	1	10
3139	4	139
3140	2	30
3141	2	30
3142	5	34
3143	5	34
3144	5	34
3145	5	34
3146	1	10
3147	6	79
3148	2	30
3149	5	34
3150	2	30
3151	3	125
3152	5	34
3153	5	34
3154	1	10
3155	1	10
3156	3	125
3157	3	125
3158	5	34
3159	5	34
3160	4	139
3161	4	139
3162	5	34
3163	4	139
3164	6	79
3165	4	139
3166	5	34
3167	1	10
3168	4	139
3169	4	139
3170	4	139
3171	1	10
3172	6	79
3173	5	34
3174	3	125
3175	6	79
3176	1	10
3177	6	79
3178	1	10
3179	2	30
3180	4	139
3181	2	30
3182	6	79
3183	5	34
3184	1	10
3185	1	10
3186	6	79
3187	5	34
3188	2	30
3189	5	34
3190	6	79
3191	3	125
3192	4	139
3193	5	34
3194	4	139
3195	1	10
3196	6	79
3197	6	79
3198	1	10
3199	5	34
3200	4	139
3201	6	79
3202	1	10
3203	3	125
3204	5	34
3205	5	34
3206	6	79
3207	2	30
3208	3	125
3209	1	10
3210	4	139
3211	5	34
3212	1	10
3213	6	79
3214	1	10
3215	5	34
3216	5	34
3217	3	125
3218	5	34
3219	6	79
3220	1	10
3221	3	125
3222	5	34
3223	1	10
3224	2	30
3225	2	30
3226	6	79
3227	3	125
3228	5	34
3229	1	10
3230	5	34
3231	6	79
3232	2	30
3233	4	139
