1529	2	30	1	13.40
2565	2	30	3	15.40
2323	6	79	3	14.80
2005	2	30	2	13.20
2114	2	30	3	11.50
2007	4	139	2	15.50
1798	4	139	1	18.50
1374	3	125	3	15.40
2587	2	30	1	19.00
1330	6	79	2	13.90
1448	2	30	3	16.10
2832	1	10	3	11.70
1627	2	30	2	15.30
2057	2	30	3	19.70
1927	6	79	1	17.50
2777	4	139	1	12.90
2989	6	79	1	11.40
3200	4	139	1	19.90
1584	3	125	3	12.90
2988	4	139	1	13.80
1783	1	10	2	16.40
2767	2	30	1	13.50
2420	2	30	2	11.70
2283	1	10	3	13.80
2847	2	30	3	17.80
3175	6	79	3	15.20
2848	4	139	2	16.50
1645	3	125	1	15.20
2281	4	139	2	19.30
3227	3	125	3	16.50
3107	1	10	2	18.20
1484	2	30	2	16.40
2149	4	139	3	16.70
2859	2	30	3	15.60
2627	6	79	3	15.90
2278	3	125	3	16.10
1748	6	79	2	19.70
3214	1	10	2	11.10
2739	1	10	3	18.30
1679	4	139	2	12.10
2696	6	79	1	15.40
1729	4	139	3	16.20
1681	4	139	1	13.10
2456	6	79	1	20.00
1247	2	30	1	16.10
2248	3	125	1	11.00
1876	3	125	2	14.30
2501	1	10	3	13.80
2673	4	139	1	11.60
1703	6	79	3	16.80
1874	2	30	3	19.80
1278	6	79	2	19.70
2954	6	79	1	19.10
2301	4	139	1	13.60
1711	3	125	2	19.30
2201	3	125	3	18.20
1513	4	139	2	18.80
2851	2	30	1	19.50
1707	1	10	3	14.70
2843	3	125	2	19.50
2996	5	34	2	12.50
2510	1	10	3	18.10
3168	4	139	2	19.50
1508	1	10	1	16.80
3220	1	10	2	11.70
2816	6	79	2	18.40
2808	3	125	2	19.00
2807	2	30	1	19.30
2252	4	139	1	16.70
2401	5	34	2	11.50
2029	4	139	1	16.50
2116	2	30	2	13.20
1451	5	34	1	17.00
1309	2	30	3	16.50
2728	3	125	2	14.10
2079	2	30	1	16.10
1878	2	30	3	14.00
2487	3	125	3	16.30
3169	4	139	1	17.90
1937	3	125	3	12.10
1930	4	139	1	16.90
1435	2	30	2	17.70
1858	1	10	3	14.50
2754	2	30	2	13.00
1761	2	30	2	14.40
2595	6	79	3	16.30
2611	1	10	3	19.60
2904	6	79	3	12.50
1251	2	30	2	17.20
2622	6	79	1	17.80
1274	2	30	1	17.70
3207	2	30	3	19.80
1365	1	10	3	18.50
2921	1	10	3	13.50
2371	2	30	2	12.10
2334	5	34	2	15.70
2486	3	125	1	13.20
3101	2	30	1	18.70
2081	1	10	1	16.50
2399	6	79	1	13.00
2082	5	34	3	17.00
2967	2	30	3	19.40
2253	5	34	1	15.00
2712	5	34	3	19.30
2109	2	30	1	17.00
1869	5	34	1	14.30
2182	5	34	2	11.60
2543	6	79	3	17.90
2827	1	10	3	18.30
2290	3	125	2	17.30
1871	2	30	3	16.80
1279	1	10	1	11.20
2702	3	125	2	15.30
2865	1	10	2	11.20
2415	3	125	2	11.10
2601	2	30	1	11.40
2088	1	10	2	12.70
2528	2	30	2	18.70
2861	4	139	2	14.10
3148	2	30	2	15.90
1868	6	79	3	18.30
2503	3	125	3	13.20
2488	1	10	2	12.10
1734	1	10	1	12.70
2455	1	10	2	15.20
2326	1	10	3	14.70
1611	3	125	1	13.30
2390	1	10	3	11.90
3135	3	125	2	15.90
1989	5	34	1	14.80
1583	1	10	2	13.90
2143	1	10	2	18.90
2381	2	30	1	13.70
1586	3	125	1	15.20
2484	1	10	1	13.40
1812	2	30	3	18.30
2091	2	30	1	17.10
3000	5	34	1	12.90
2950	3	125	2	19.20
3202	1	10	1	18.50
2019	2	30	2	18.40
2243	3	125	3	18.80
1742	4	139	1	14.60
1593	6	79	1	14.50
2640	6	79	2	15.40
1441	1	10	3	14.50
2683	1	10	2	15.50
2715	4	139	1	15.60
2169	6	79	1	13.70
1690	3	125	1	12.90
2933	2	30	3	16.10
2535	4	139	2	19.20
3178	1	10	2	14.10
2095	2	30	1	15.20
1477	2	30	3	19.20
2554	5	34	3	16.00
1706	2	30	2	18.80
1643	4	139	1	18.50
2864	2	30	3	16.00
2760	3	125	3	13.70
3055	3	125	2	14.60
2901	2	30	1	11.90
2333	4	139	2	18.20
2920	5	34	1	19.30
2320	2	30	2	13.10
2795	5	34	2	15.10
2976	5	34	1	12.30
2398	1	10	1	11.80
2161	5	34	2	19.00
1353	1	10	3	12.90
2731	1	10	2	11.10
1288	2	30	1	16.80
1277	5	34	3	18.10
1968	3	125	2	13.60
1417	3	125	1	16.40
2129	3	125	2	12.00
2002	5	34	3	18.60
2195	2	30	1	18.50
2246	3	125	3	15.90
1542	1	10	2	15.00
2105	3	125	3	13.80
2604	6	79	3	14.30
2711	4	139	3	14.60
1835	2	30	1	14.30
3104	4	139	1	14.20
2538	1	10	3	18.30
2744	4	139	2	14.30
1834	1	10	1	12.50
1362	3	125	1	17.50
1409	6	79	1	20.00
2327	6	79	3	15.90
3109	2	30	3	13.30
1427	2	30	2	18.50
1832	2	30	3	17.30
3146	1	10	2	18.40
2761	5	34	1	12.30
2232	2	30	3	15.10
1994	1	10	2	16.00
1659	1	10	1	12.40
2308	4	139	1	15.90
2150	1	10	2	16.90
1759	3	125	1	18.70
1770	5	34	3	18.30
3021	5	34	2	14.20
2377	6	79	2	15.40
1658	3	125	3	19.80
2953	2	30	3	16.20
1934	2	30	3	19.90
2905	4	139	3	18.40
1933	2	30	2	16.80
1439	2	30	1	12.20
2226	5	34	3	16.40
1507	2	30	3	15.10
2016	4	139	2	16.60
1442	2	30	1	12.80
1331	4	139	3	17.50
1244	1	10	3	13.00
1543	5	34	3	12.80
2154	5	34	3	14.90
1354	2	30	2	19.90
2198	4	139	3	13.20
2212	2	30	1	17.10
2734	5	34	3	16.80
2893	4	139	3	13.50
1552	4	139	2	15.30
1796	6	79	2	15.50
1842	3	125	1	14.90
1802	5	34	1	16.90
2068	2	30	3	12.40
2211	1	10	2	16.50
2173	1	10	3	12.60
1559	3	125	2	12.60
2342	5	34	3	14.50
2544	6	79	3	18.10
1725	5	34	2	12.30
2720	3	125	3	18.10
2507	2	30	1	12.10
1602	4	139	1	18.80
1492	5	34	3	15.80
3217	3	125	2	19.70
2664	3	125	2	17.60
1519	6	79	1	19.40
1394	6	79	3	19.00
1285	4	139	2	19.00
3085	2	30	1	17.60
1817	3	125	1	14.40
2138	1	10	1	14.00
3121	3	125	1	17.90
2943	6	79	1	14.50
2675	4	139	3	11.40
2132	1	10	1	19.70
1887	6	79	1	12.10
3145	5	34	1	18.00
2442	2	30	3	17.70
2313	6	79	3	13.70
2103	2	30	3	11.30
1859	2	30	2	13.40
1585	4	139	1	11.30
1851	2	30	3	13.00
2691	3	125	1	16.50
1314	1	10	2	16.60
1482	4	139	3	11.80
2980	2	30	3	18.80
1333	1	10	3	20.00
2875	1	10	1	14.90
2923	2	30	2	17.60
2600	6	79	2	11.70
2924	1	10	3	11.90
2229	6	79	3	15.70
2063	1	10	2	18.20
1941	5	34	1	13.70
1471	3	125	3	16.10
2935	1	10	2	13.20
1470	5	34	1	13.90
1755	3	125	2	12.20
1910	3	125	2	18.00
2730	3	125	3	15.10
2205	2	30	3	13.00
2791	4	139	2	17.30
3082	5	34	3	13.50
2004	1	10	1	19.10
3022	6	79	3	11.30
2357	1	10	1	18.80
2548	5	34	2	18.10
1596	1	10	3	15.00
1947	2	30	3	19.40
1305	1	10	2	11.80
1810	2	30	3	16.70
3094	4	139	3	15.10
1772	5	34	3	18.30
2735	5	34	3	18.40
2400	1	10	2	19.60
1327	2	30	3	12.30
1339	3	125	3	12.00
2559	2	30	2	15.60
3219	6	79	1	11.30
1733	3	125	2	11.40
1275	5	34	1	14.00
2526	2	30	2	14.60
2729	1	10	2	14.00
1467	3	125	3	13.30
2631	3	125	3	19.50
1515	1	10	3	13.90
2183	6	79	3	18.90
3025	2	30	2	18.00
2146	6	79	2	15.10
1299	4	139	2	16.00
2191	4	139	3	12.80
3201	6	79	1	14.60
1570	4	139	3	16.90
1336	3	125	2	20.00
1526	3	125	2	11.70
2983	4	139	3	17.90
2104	6	79	2	14.90
2698	3	125	1	16.70
2223	1	10	2	18.30
2899	6	79	3	16.40
3009	3	125	2	12.30
2397	6	79	2	17.00
3032	2	30	3	12.10
2609	1	10	1	16.20
3010	1	10	2	16.90
3213	6	79	3	17.80
1847	5	34	2	13.10
1768	6	79	3	12.40
2773	5	34	3	19.50
1545	6	79	2	17.40
2352	6	79	2	11.10
1267	3	125	1	17.40
2101	5	34	1	12.50
3026	1	10	1	19.30
2448	5	34	1	12.30
3194	4	139	1	17.50
1271	3	125	3	15.70
2279	4	139	2	19.40
2585	6	79	1	17.90
2891	2	30	3	14.80
3099	1	10	2	13.60
2505	4	139	1	12.00
2189	2	30	2	19.50
2453	4	139	1	12.00
2804	4	139	1	16.00
1560	2	30	2	12.80
2700	3	125	1	15.30
3203	3	125	1	18.60
1615	4	139	2	13.80
1665	1	10	1	17.40
1747	4	139	3	13.60
1914	1	10	1	19.90
2971	1	10	2	13.40
3183	5	34	3	17.40
1401	2	30	2	19.00
2259	6	79	1	18.00
1606	6	79	1	13.80
1833	4	139	3	17.20
1398	3	125	3	17.20
2722	6	79	3	14.50
2273	1	10	2	18.30
3132	6	79	1	14.50
1738	3	125	3	16.70
2663	5	34	1	19.70
3071	1	10	1	14.30
3065	5	34	1	19.30
2539	6	79	3	18.80
1986	4	139	1	11.60
2341	1	10	3	16.00
2845	2	30	1	14.50
2293	5	34	3	11.90
2176	6	79	1	18.50
1995	5	34	1	12.40
2841	4	139	3	14.90
1957	1	10	2	19.40
1594	1	10	3	13.60
1400	3	125	1	16.80
1919	6	79	3	13.30
3090	2	30	1	14.80
1669	6	79	1	17.00
1450	1	10	1	11.60
3129	4	139	2	14.70
2706	4	139	3	15.70
1807	2	30	2	18.50
1743	5	34	3	19.40
3171	1	10	2	16.30
1496	5	34	2	18.90
1885	5	34	2	11.40
2078	3	125	1	12.50
2564	3	125	1	16.20
1328	3	125	1	16.20
2974	5	34	1	19.80
2584	6	79	2	12.00
2338	6	79	1	14.50
1254	1	10	1	16.50
2491	3	125	2	14.20
1965	1	10	2	18.60
1485	2	30	3	13.20
1315	5	34	2	15.40
1411	3	125	2	12.40
2303	6	79	1	16.50
1967	1	10	3	11.20
2047	4	139	2	18.10
3013	3	125	1	14.60
2684	2	30	2	12.80
3014	6	79	1	12.90
3161	4	139	3	17.00
2300	5	34	2	15.70
3016	1	10	2	19.00
1282	1	10	1	18.60
1346	2	30	3	19.20
2271	6	79	1	15.30
1666	5	34	2	14.20
2986	6	79	1	13.90
3070	2	30	2	11.30
1332	6	79	3	11.70
1966	4	139	2	14.90
1572	3	125	3	14.50
2434	4	139	3	15.80
1426	2	30	1	15.90
1998	5	34	3	11.00
3075	6	79	2	18.30
1540	2	30	2	17.90
1873	3	125	2	18.90
3218	5	34	2	15.80
2775	2	30	1	19.50
1784	3	125	2	14.40
1948	6	79	2	14.30
2909	1	10	3	16.70
1605	6	79	1	16.10
3027	5	34	3	16.70
1693	1	10	2	15.80
2651	1	10	2	14.30
2270	1	10	1	14.10
1678	3	125	1	17.30
1287	4	139	3	17.40
3222	5	34	1	14.00
2006	1	10	3	17.20
2053	1	10	2	18.40
1625	6	79	2	18.30
2407	1	10	3	13.80
2527	1	10	3	15.00
2748	4	139	2	17.10
2948	4	139	2	18.90
1753	4	139	1	11.60
2436	2	30	2	12.20
2294	3	125	2	16.90
2013	1	10	2	18.20
1656	1	10	3	11.10
1290	5	34	1	12.00
1361	4	139	2	19.20
2080	5	34	2	13.10
2872	5	34	1	18.60
2890	3	125	2	12.60
2227	1	10	1	18.20
1297	1	10	3	12.50
3067	4	139	3	18.40
2869	2	30	2	14.30
2927	1	10	3	14.00
2519	5	34	3	14.20
2214	1	10	3	14.40
1751	3	125	3	11.70
2844	6	79	3	14.50
2054	3	125	3	16.20
1685	2	30	3	14.00
2638	5	34	1	17.30
1397	6	79	1	15.80
3118	5	34	1	11.00
1616	4	139	2	17.60
1341	5	34	1	16.90
3031	2	30	2	16.80
2555	4	139	3	13.80
2459	6	79	1	14.60
2058	2	30	3	16.60
1880	1	10	1	18.20
2187	3	125	1	16.50
2701	5	34	3	17.90
2750	1	10	1	11.60
1814	6	79	1	16.90
1715	6	79	3	11.30
2902	5	34	3	16.30
2697	6	79	2	19.10
3011	1	10	3	12.60
2771	2	30	3	16.40
2336	3	125	3	15.30
3007	5	34	1	11.40
3005	6	79	1	15.40
3182	6	79	3	18.40
1899	4	139	3	12.50
3232	2	30	2	14.50
1982	2	30	1	14.50
2100	3	125	2	11.70
2099	4	139	2	14.90
2483	1	10	1	15.50
3166	5	34	2	14.60
2490	2	30	1	19.40
1838	6	79	3	14.20
2830	1	10	3	12.80
2210	2	30	3	17.70
3097	6	79	1	12.90
1799	5	34	1	14.00
2608	1	10	3	16.00
2763	2	30	3	19.30
1284	4	139	2	14.50
3053	4	139	1	15.40
1646	6	79	1	19.20
2758	5	34	2	12.50
1676	3	125	1	11.90
2649	4	139	3	16.40
2705	5	34	3	19.20
3062	3	125	1	18.80
3128	3	125	1	12.40
1349	5	34	3	17.30
1252	3	125	2	13.70
2125	5	34	2	19.10
3023	5	34	2	11.30
1402	3	125	2	16.20
2118	4	139	1	17.00
2359	1	10	1	11.60
1457	6	79	3	16.60
2165	2	30	2	19.50
1395	1	10	3	17.70
2975	1	10	1	11.30
1493	5	34	2	12.00
1503	6	79	3	19.90
2955	3	125	1	14.10
2937	6	79	2	17.30
2077	4	139	3	13.30
2910	1	10	3	17.70
2411	2	30	3	13.30
2908	1	10	2	11.20
1548	5	34	3	11.30
1554	1	10	3	19.80
1382	3	125	2	19.50
2064	1	10	2	12.70
3172	6	79	3	16.00
1631	2	30	3	15.60
1987	4	139	2	14.30
2217	1	10	3	13.30
1863	6	79	2	17.50
2724	3	125	3	15.20
2494	3	125	2	18.90
2769	3	125	3	15.80
2237	3	125	2	18.40
2746	3	125	2	17.40
1836	5	34	1	12.80
3113	4	139	3	19.20
2740	4	139	1	18.10
1698	2	30	3	12.90
1721	1	10	2	11.70
1750	1	10	3	15.60
1760	5	34	3	18.90
2547	2	30	2	15.50
3140	2	30	2	18.70
2563	3	125	3	13.20
1793	2	30	1	11.80
2139	5	34	2	12.70
3008	3	125	3	11.90
1286	6	79	2	18.30
3004	2	30	1	15.80
3001	3	125	3	15.30
1461	4	139	3	15.10
2979	3	125	3	19.20
1292	5	34	1	13.10
2384	4	139	2	17.10
2636	2	30	3	17.20
2930	2	30	3	13.70
2884	4	139	2	13.50
2642	1	10	2	16.10
2202	5	34	1	14.10
3087	6	79	2	13.20
2662	5	34	1	17.70
1609	1	10	2	11.60
2794	4	139	1	19.90
1855	1	10	1	11.50
1639	5	34	2	19.20
1692	5	34	2	15.90
2716	1	10	2	12.80
1649	2	30	2	11.70
3119	5	34	2	18.40
2749	6	79	2	12.70
1340	6	79	3	15.00
2193	1	10	1	19.40
1430	5	34	3	15.80
2385	2	30	3	17.30
3153	5	34	3	18.50
3020	3	125	2	13.80
2238	4	139	1	14.60
1731	4	139	1	12.70
2812	6	79	3	11.90
1456	2	30	2	11.10
1265	4	139	2	11.40
1820	2	30	2	17.00
2624	3	125	2	16.60
1462	4	139	2	17.80
2959	2	30	2	13.50
1716	5	34	3	13.20
3081	1	10	3	19.10
1935	4	139	1	19.70
2218	5	34	3	16.10
1389	3	125	1	14.50
2476	5	34	2	18.40
2982	6	79	2	13.20
1852	4	139	3	11.70
2958	6	79	2	11.60
1460	5	34	2	19.60
2596	2	30	2	14.30
1316	6	79	1	12.10
2839	5	34	2	19.20
3144	5	34	3	14.40
3108	3	125	2	19.70
2648	6	79	3	12.00
2949	2	30	1	14.10
1571	4	139	2	13.40
2387	2	30	2	14.40
1517	2	30	1	19.90
2881	4	139	1	17.80
1558	5	34	1	13.50
2936	1	10	1	12.30
2083	5	34	1	13.10
1897	1	10	1	14.20
2343	6	79	3	14.60
3080	6	79	3	15.70
3046	3	125	1	19.60
2978	2	30	2	15.10
2392	4	139	3	15.30
2772	5	34	1	18.20
2579	5	34	2	14.70
3174	3	125	3	15.70
1416	1	10	1	12.90
1423	5	34	2	15.60
1256	2	30	3	17.60
1434	4	139	2	14.10
1894	2	30	2	18.50
2641	4	139	3	17.40
2355	5	34	3	18.90
3223	1	10	2	18.70
3173	5	34	3	13.40
2363	3	125	3	12.90
2177	6	79	2	17.40
2090	2	30	1	11.30
2858	5	34	1	17.60
2762	6	79	1	14.30
3084	2	30	2	16.50
1413	6	79	1	16.90
1386	4	139	2	15.40
1368	6	79	3	12.40
1632	5	34	3	13.70
2630	2	30	2	16.80
1391	5	34	3	13.60
2024	1	10	1	11.90
2477	3	125	3	15.20
2171	2	30	1	15.70
2541	6	79	1	18.40
2800	5	34	1	19.50
3185	1	10	3	18.80
2522	4	139	1	19.40
1644	4	139	1	18.10
2168	6	79	2	19.40
2092	1	10	1	11.30
2110	4	139	3	19.70
3191	3	125	2	11.40
1241	2	30	1	15.10
1765	3	125	2	17.90
2062	2	30	1	13.50
1352	2	30	1	13.50
1766	6	79	3	14.30
2086	1	10	2	13.20
2518	1	10	3	19.10
3138	1	10	3	12.70
1893	6	79	2	14.80
1547	6	79	3	19.70
1524	6	79	2	13.40
2513	4	139	3	12.90
2353	3	125	1	11.30
1958	3	125	2	11.10
3024	3	125	3	13.70
2903	3	125	1	15.80
1418	3	125	1	13.60
1528	6	79	1	11.90
1273	4	139	2	18.00
2915	2	30	2	17.00
1264	3	125	2	16.80
1985	5	34	3	19.60
1464	2	30	2	18.30
1276	4	139	3	17.70
2319	4	139	1	12.30
2789	5	34	2	11.20
1621	5	34	1	18.80
2128	6	79	1	12.10
2553	5	34	1	12.80
2977	1	10	3	19.10
2551	5	34	2	17.40
2969	6	79	3	13.60
2032	3	125	3	14.70
2123	6	79	1	16.10
3127	4	139	2	18.30
1569	4	139	2	19.60
2051	1	10	3	12.10
1620	2	30	1	15.00
1518	5	34	1	19.80
1425	6	79	2	16.10
1514	6	79	2	11.50
1922	3	125	1	16.30
3048	4	139	3	17.20
1789	5	34	2	14.10
2412	5	34	3	12.70
2256	5	34	1	13.00
1253	6	79	2	15.20
1576	6	79	3	15.80
1320	3	125	2	16.80
2643	3	125	1	19.80
1388	2	30	2	18.90
1574	3	125	1	17.20
3226	6	79	2	18.20
2166	4	139	2	16.50
1530	3	125	1	12.50
1498	5	34	3	13.90
2475	1	10	1	11.70
1881	5	34	1	18.80
1447	3	125	2	12.60
2350	4	139	1	14.80
1289	3	125	2	18.80
2298	3	125	1	16.40
2557	1	10	1	13.70
1531	5	34	2	17.30
2686	6	79	3	15.00
3096	5	34	1	14.00
2592	4	139	3	17.30
1355	4	139	3	17.40
1532	6	79	3	16.50
1978	2	30	1	18.50
1268	2	30	3	12.30
2907	6	79	3	18.90
1357	3	125	3	13.50
1538	1	10	1	16.40
3003	4	139	1	14.60
1728	4	139	1	16.50
2681	4	139	3	11.60
1915	5	34	1	16.70
3197	6	79	1	18.00
2452	1	10	3	17.60
2790	2	30	3	15.40
1988	1	10	2	17.80
1975	2	30	3	13.20
1800	1	10	2	14.90
2304	3	125	3	13.70
2599	2	30	3	17.90
1263	3	125	2	15.30
1999	4	139	1	19.00
1959	2	30	3	11.70
2556	5	34	3	11.30
1950	6	79	2	13.40
2003	2	30	1	17.70
2542	1	10	3	15.70
1813	3	125	3	12.60
1392	5	34	2	20.00
2115	2	30	1	15.50
3068	4	139	2	12.40
1822	5	34	3	18.50
2414	4	139	2	16.30
1735	4	139	1	14.80
2213	2	30	1	14.30
1908	5	34	3	17.70
2423	4	139	1	17.00
2447	4	139	1	11.30
2240	5	34	1	19.10
3170	4	139	2	11.30
3231	6	79	3	11.10
2344	2	30	3	12.30
1647	4	139	2	16.10
1280	6	79	1	11.00
1468	6	79	3	18.10
3116	1	10	2	18.50
1829	2	30	1	12.70
2900	4	139	1	12.90
2297	1	10	1	14.60
2676	4	139	3	14.70
1432	1	10	1	18.20
1638	1	10	2	19.60
2570	3	125	1	14.00
2479	3	125	1	14.90
2970	5	34	2	12.50
2619	4	139	1	19.60
1963	3	125	2	12.50
2623	6	79	1	18.40
2275	6	79	2	11.80
2836	6	79	2	12.40
2536	6	79	3	12.30
2050	2	30	2	14.70
2809	2	30	3	13.10
1818	3	125	3	18.00
1634	3	125	2	13.50
2508	2	30	2	15.80
1590	5	34	2	12.50
1709	2	30	1	19.00
2472	2	30	3	15.90
2707	5	34	1	13.00
1672	4	139	1	17.80
2142	3	125	2	12.70
1704	5	34	2	13.70
3034	4	139	1	14.00
2055	5	34	1	11.60
1259	5	34	1	13.70
1741	6	79	2	16.50
2405	2	30	3	11.50
2514	6	79	3	12.10
3120	3	125	1	13.20
2108	6	79	3	16.60
3179	2	30	3	12.20
2678	3	125	1	17.80
2597	6	79	1	17.50
1512	6	79	3	12.90
2926	5	34	1	17.70
2130	4	139	2	12.60
2443	3	125	2	16.80
2267	3	125	2	15.60
2113	5	34	2	16.30
2473	4	139	3	16.30
1293	3	125	3	18.80
2840	1	10	3	19.70
1684	5	34	3	16.00
2188	5	34	1	19.80
2274	2	30	2	16.90
2835	5	34	1	14.90
1849	6	79	2	18.40
2998	1	10	1	12.30
2119	3	125	2	14.10
1347	6	79	2	19.40
2012	4	139	3	18.90
1266	5	34	1	17.00
3054	2	30	3	19.10
2811	6	79	1	19.90
2332	5	34	3	19.10
2180	4	139	3	19.80
3230	5	34	2	17.30
1414	6	79	2	15.20
2085	1	10	3	11.10
2395	5	34	2	16.50
1720	6	79	3	14.40
1773	1	10	2	15.90
2717	6	79	2	13.10
3189	5	34	3	14.90
1358	4	139	2	13.40
2965	6	79	2	11.90
1304	1	10	3	13.30
2236	3	125	3	14.70
3229	1	10	3	16.10
2089	4	139	3	13.00
2070	1	10	2	16.30
1375	3	125	2	17.70
1381	4	139	3	19.00
2106	6	79	2	17.80
2197	6	79	3	11.60
1476	6	79	1	13.40
1551	5	34	2	15.90
1319	4	139	3	15.40
1511	2	30	2	19.30
2072	1	10	1	13.80
3033	4	139	2	13.20
